Time (s),Airspeed (KCAS),Altitude (ft),Temperature (C),Fuel (thousand lbs)
,190,20,-5,4.3
12:09:00 AM,200,20,-5,4.3
12:16:00 AM,210,20,-5,4.3
12:23:00 AM,220,20,-5,4.3
12:29:00 AM,230,40,-5,4.3
12:37:00 AM,240,40,-5,4.3
12:44:00 AM,250,40,0,4.3
12:51:00 AM,260,40,0,4.3
12:59:00 AM,270,40,0,4.3
12:01:08 AM,280,40,0,4.3
12:01:16 AM,290,40,0,4.3
12:01:23 AM,295,40,0,4.3
