Time (s),Airspeed (KCAS),Altitude (ft),Temperature (C),Fuel (thousand lbs)
0:44:18,190,14970,2,2.3
0:44:26,200,14980,2,2.3
0:44:33,210,14980,2,2.3
0:44:42,220,14980,2,2.3
0:44:50,230,14980,2,2.3
0:44:59,240,14990,2,2.3
0:45:08,250,14990,7,2.2
0:45:20,260,14980,7,2.2
0:45:31,270,14970,7,2.2
0:45:46,280,14980,7,2.2
0:46:00,290,14980,7,2.2
0:46:10,295,14990,7,2.2
