Time (s),Airspeed (KCAS),Altitude (ft),Temperature (C),Fuel (thousand lbs)
8:58:06,190,19937.51172,3,3.5
8:58:17,200,19940.30859,3,3.5
8:58:29,210,19944.7168,3,3.5
8:58:41,220,19941.54688,3,3.5
8:58:54,230,19948.08594,3,3.5
8:59:09,240,19949.7793,3,3.5
8:59:23,250,19953.09766,3,3.5
8:59:37,260,19950.50977,3,3.5
8:59:57,270,19940.92188,-2,3.5
9:00:19,280,19952.40234,-2,3.5
9:00:47,290,19944.375,0,3.4
9:01:06,295,19938.88867,0,3.4
