Time (s),Airspeed (KCAS),Altitude (ft),Temperature (C),Fuel (thousand lbs)
8:44:36,190,19960.94531,3,4
8:44:43,200,20028.99414,3,4
8:44:50,210,20024.83789,3,4
8:44:56,220,20028.88867,3,4
8:45:03,230,20041.12695,3,4
8:45:09,240,20041.08008,3,4
8:45:16,250,20041.29102,3,4
8:45:23,260,20043.81836,3,4
8:45:30,270,20043.13281,3,4
8:45:37,280,20043.71094,3,4
8:45:45,290,20045.94727,3,4
8:45:49,295,20047.64844,3,3.9
